,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124,Point_125,Point_126,Point_127,Point_128,Point_129,Point_130,Point_131,Point_132,Point_133,Point_134,Point_135,Point_136,Point_137,Point_138,Point_139,Point_140,Point_141,Point_142,Point_143,Point_144,Point_145,Point_146,Point_147,Point_148,Point_149,Point_150,Point_151,Point_152,Point_153,Point_154,Point_155,Point_156,Point_157,Point_158,Point_159,Point_160,Point_161,Point_162,Point_163,Point_164,Point_165,Point_166,Point_167,Point_168,Point_169,Point_170,Point_171,Point_172,Point_173,Point_174,Point_175,Point_176,Point_177,Point_178,Point_179,Point_180,Point_181,Point_182,Point_183,Point_184,Point_185,Point_186,Point_187,Point_188,Point_189,Point_190,Point_191,Point_192,Point_193,Point_194,Point_195,Point_196,Point_197,Point_198,Point_199,Point_200,Point_201,Point_202
Point_152,9.019,1.774,1.842,1.842,1.842,1.784,1.825,1.825,1.825,1.825,1.825,1.824,1.824,1.844,1.844,1.84,1.86,1.86,1.86,1.762,1.762,1.762,1.782,1.779,1.874,1.874,1.762,1.903,1.903,1.903,2.019,2.019,2.019,1.903,1.879,1.983,1.95,1.958,1.95,1.95,1.95,1.874,1.874,1.95,1.95,1.95,2.008,1.805,2.048,1.581,1.581,1.534,1.534,1.529,1.529,1.529,1.548,1.548,1.579,1.579,1.587,1.587,1.604,1.681,1.712,1.726,1.693,1.755,1.911,1.785,2.718,2.718,1.79,1.766,1.832,2.025,1.579,1.601,1.587,1.587,1.574,1.561,1.557,1.557,1.527,1.549,4.485,1.519,1.468,1.126,1.126,1.126,1.051,2.029,1.971,1.971,1.521,2.072,3.265,1.938,1.938,1.879,1.865,1.865,0.74,0.67,1.302,0.647,0.614,0.628,0.628,1.302,1.302,1.302,0.53,0.53,0.623,0.616,0.632,0.665,0.668,0.668,0.668,0.668,0.697,0.753,0.774,0.783,0.789,0.801,0.817,0.836,0.863,0.863,0.981,0.892,0.941,0.974,1.017,0.572,1.018,1.063,1.045,1.648,1.648,0.998,0.998,0.998,0.998,0.941,0.0,0.0,0.039,0.039,0.039,0.039,0.039,0.085,0.102,0.127,0.127,0.127,0.167,0.144,0.144,0.194,0.229,0.243,0.52,0.229,0.229,0.229,0.26,0.289,0.289,4.612,4.612,4.612,4.612,4.612,4.031,4.55,3.532,0.656,3.824,3.824,3.437,3.437,3.437,3.437,3.437,3.437,3.437,2.217,2.678,2.421,2.412,2.83,2.399,1.774,1.857,11.364
Point_153,8.98,1.734,1.803,1.803,1.803,1.744,1.786,1.786,1.786,1.786,1.786,1.785,1.785,1.805,1.805,1.801,1.821,1.821,1.821,1.723,1.723,1.723,1.742,1.74,1.835,1.835,1.723,1.863,1.863,1.863,1.98,1.98,1.98,1.863,1.839,1.944,1.911,1.919,1.911,1.911,1.911,1.834,1.834,1.911,1.911,1.911,1.968,1.766,2.009,1.542,1.542,1.495,1.495,1.49,1.49,1.49,1.509,1.509,1.54,1.54,1.548,1.548,1.565,1.642,1.673,1.687,1.653,1.716,1.872,1.746,2.678,2.678,1.751,1.727,1.793,1.986,1.54,1.562,1.548,1.548,1.535,1.522,1.517,1.517,1.488,1.51,4.446,1.48,1.429,1.087,1.087,1.087,1.012,1.99,1.932,1.932,1.482,2.032,3.226,1.899,1.899,1.84,1.825,1.825,0.701,0.631,1.262,0.607,0.575,0.589,0.589,1.262,1.262,1.262,0.491,0.491,0.584,0.577,0.593,0.626,0.629,0.629,0.629,0.629,0.657,0.714,0.735,0.743,0.75,0.761,0.778,0.797,0.824,0.824,0.941,0.853,0.902,0.935,0.978,0.533,0.978,1.024,1.005,1.609,1.609,0.959,0.959,0.959,0.959,0.902,1.019,1.019,0.0,0.0,0.0,0.0,0.0,0.046,0.063,0.088,0.088,0.088,0.128,0.105,0.105,0.155,0.19,0.203,0.48,0.19,0.19,0.19,0.22,0.25,0.25,4.573,4.573,4.573,4.573,4.573,3.991,4.511,3.493,0.616,3.785,3.785,3.397,3.397,3.397,3.397,3.397,3.397,3.397,2.178,2.639,2.382,2.372,2.791,2.359,1.735,1.817,11.325
Point_154,8.98,1.734,1.803,1.803,1.803,1.744,1.786,1.786,1.786,1.786,1.786,1.785,1.785,1.805,1.805,1.801,1.821,1.821,1.821,1.723,1.723,1.723,1.742,1.74,1.835,1.835,1.723,1.863,1.863,1.863,1.98,1.98,1.98,1.863,1.839,1.944,1.911,1.919,1.911,1.911,1.911,1.834,1.834,1.911,1.911,1.911,1.968,1.766,2.009,1.542,1.542,1.495,1.495,1.49,1.49,1.49,1.509,1.509,1.54,1.54,1.548,1.548,1.565,1.642,1.673,1.687,1.653,1.716,1.872,1.746,2.678,2.678,1.751,1.727,1.793,1.986,1.54,1.562,1.548,1.548,1.535,1.522,1.517,1.517,1.488,1.51,4.446,1.48,1.429,1.087,1.087,1.087,1.012,1.99,1.932,1.932,1.482,2.032,3.226,1.899,1.899,1.84,1.825,1.825,0.701,0.631,1.262,0.607,0.575,0.589,0.589,1.262,1.262,1.262,0.491,0.491,0.584,0.577,0.593,0.626,0.629,0.629,0.629,0.629,0.657,0.714,0.735,0.743,0.75,0.761,0.778,0.797,0.824,0.824,0.941,0.853,0.902,0.935,0.978,0.533,0.978,1.024,1.005,1.609,1.609,0.959,0.959,0.959,0.959,0.902,1.019,1.019,0.0,0.0,0.0,0.0,0.0,0.046,0.063,0.088,0.088,0.088,0.128,0.105,0.105,0.155,0.19,0.203,0.48,0.19,0.19,0.19,0.22,0.25,0.25,4.573,4.573,4.573,4.573,4.573,3.991,4.511,3.493,0.616,3.785,3.785,3.397,3.397,3.397,3.397,3.397,3.397,3.397,2.178,2.639,2.382,2.372,2.791,2.359,1.735,1.817,11.325
Point_155,8.98,1.734,1.803,1.803,1.803,1.744,1.786,1.786,1.786,1.786,1.786,1.785,1.785,1.805,1.805,1.801,1.821,1.821,1.821,1.723,1.723,1.723,1.742,1.74,1.835,1.835,1.723,1.863,1.863,1.863,1.98,1.98,1.98,1.863,1.839,1.944,1.911,1.919,1.911,1.911,1.911,1.834,1.834,1.911,1.911,1.911,1.968,1.766,2.009,1.542,1.542,1.495,1.495,1.49,1.49,1.49,1.509,1.509,1.54,1.54,1.548,1.548,1.565,1.642,1.673,1.687,1.653,1.716,1.872,1.746,2.678,2.678,1.751,1.727,1.793,1.986,1.54,1.562,1.548,1.548,1.535,1.522,1.517,1.517,1.488,1.51,4.446,1.48,1.429,1.087,1.087,1.087,1.012,1.99,1.932,1.932,1.482,2.032,3.226,1.899,1.899,1.84,1.825,1.825,0.701,0.631,1.262,0.607,0.575,0.589,0.589,1.262,1.262,1.262,0.491,0.491,0.584,0.577,0.593,0.626,0.629,0.629,0.629,0.629,0.657,0.714,0.735,0.743,0.75,0.761,0.778,0.797,0.824,0.824,0.941,0.853,0.902,0.935,0.978,0.533,0.978,1.024,1.005,1.609,1.609,0.959,0.959,0.959,0.959,0.902,1.019,1.019,0.0,0.0,0.0,0.0,0.0,0.046,0.063,0.088,0.088,0.088,0.128,0.105,0.105,0.155,0.19,0.203,0.48,0.19,0.19,0.19,0.22,0.25,0.25,4.573,4.573,4.573,4.573,4.573,3.991,4.511,3.493,0.616,3.785,3.785,3.397,3.397,3.397,3.397,3.397,3.397,3.397,2.178,2.639,2.382,2.372,2.791,2.359,1.735,1.817,11.325
Point_156,8.98,1.734,1.803,1.803,1.803,1.744,1.786,1.786,1.786,1.786,1.786,1.785,1.785,1.805,1.805,1.801,1.821,1.821,1.821,1.723,1.723,1.723,1.742,1.74,1.835,1.835,1.723,1.863,1.863,1.863,1.98,1.98,1.98,1.863,1.839,1.944,1.911,1.919,1.911,1.911,1.911,1.834,1.834,1.911,1.911,1.911,1.968,1.766,2.009,1.542,1.542,1.495,1.495,1.49,1.49,1.49,1.509,1.509,1.54,1.54,1.548,1.548,1.565,1.642,1.673,1.687,1.653,1.716,1.872,1.746,2.678,2.678,1.751,1.727,1.793,1.986,1.54,1.562,1.548,1.548,1.535,1.522,1.517,1.517,1.488,1.51,4.446,1.48,1.429,1.087,1.087,1.087,1.012,1.99,1.932,1.932,1.482,2.032,3.226,1.899,1.899,1.84,1.825,1.825,0.701,0.631,1.262,0.607,0.575,0.589,0.589,1.262,1.262,1.262,0.491,0.491,0.584,0.577,0.593,0.626,0.629,0.629,0.629,0.629,0.657,0.714,0.735,0.743,0.75,0.761,0.778,0.797,0.824,0.824,0.941,0.853,0.902,0.935,0.978,0.533,0.978,1.024,1.005,1.609,1.609,0.959,0.959,0.959,0.959,0.902,1.019,1.019,0.0,0.0,0.0,0.0,0.0,0.046,0.063,0.088,0.088,0.088,0.128,0.105,0.105,0.155,0.19,0.203,0.48,0.19,0.19,0.19,0.22,0.25,0.25,4.573,4.573,4.573,4.573,4.573,3.991,4.511,3.493,0.616,3.785,3.785,3.397,3.397,3.397,3.397,3.397,3.397,3.397,2.178,2.639,2.382,2.372,2.791,2.359,1.735,1.817,11.325
Point_157,8.98,1.734,1.803,1.803,1.803,1.744,1.786,1.786,1.786,1.786,1.786,1.785,1.785,1.805,1.805,1.801,1.821,1.821,1.821,1.723,1.723,1.723,1.742,1.74,1.835,1.835,1.723,1.863,1.863,1.863,1.98,1.98,1.98,1.863,1.839,1.944,1.911,1.919,1.911,1.911,1.911,1.834,1.834,1.911,1.911,1.911,1.968,1.766,2.009,1.542,1.542,1.495,1.495,1.49,1.49,1.49,1.509,1.509,1.54,1.54,1.548,1.548,1.565,1.642,1.673,1.687,1.653,1.716,1.872,1.746,2.678,2.678,1.751,1.727,1.793,1.986,1.54,1.562,1.548,1.548,1.535,1.522,1.517,1.517,1.488,1.51,4.446,1.48,1.429,1.087,1.087,1.087,1.012,1.99,1.932,1.932,1.482,2.032,3.226,1.899,1.899,1.84,1.825,1.825,0.701,0.631,1.262,0.607,0.575,0.589,0.589,1.262,1.262,1.262,0.491,0.491,0.584,0.577,0.593,0.626,0.629,0.629,0.629,0.629,0.657,0.714,0.735,0.743,0.75,0.761,0.778,0.797,0.824,0.824,0.941,0.853,0.902,0.935,0.978,0.533,0.978,1.024,1.005,1.609,1.609,0.959,0.959,0.959,0.959,0.902,1.019,1.019,0.0,0.0,0.0,0.0,0.0,0.046,0.063,0.088,0.088,0.088,0.128,0.105,0.105,0.155,0.19,0.203,0.48,0.19,0.19,0.19,0.22,0.25,0.25,4.573,4.573,4.573,4.573,4.573,3.991,4.511,3.493,0.616,3.785,3.785,3.397,3.397,3.397,3.397,3.397,3.397,3.397,2.178,2.639,2.382,2.372,2.791,2.359,1.735,1.817,11.325
Point_158,8.934,1.688,1.757,1.757,1.757,1.698,1.74,1.74,1.74,1.74,1.74,1.738,1.738,1.759,1.759,1.755,1.775,1.775,1.775,1.677,1.677,1.677,1.696,1.693,1.788,1.788,1.677,1.817,1.817,1.817,1.933,1.933,1.933,1.817,1.793,1.898,1.865,1.873,1.865,1.865,1.865,1.788,1.788,1.865,1.865,1.865,1.922,1.72,1.963,1.496,1.496,1.449,1.449,1.444,1.444,1.444,1.462,1.462,1.494,1.494,1.502,1.502,1.518,1.596,1.626,1.641,1.607,1.67,1.825,1.7,2.632,2.632,1.705,1.68,1.747,1.939,1.494,1.515,1.502,1.502,1.489,1.475,1.471,1.471,1.441,1.464,4.4,1.433,1.382,1.041,1.041,1.041,0.965,1.944,1.886,1.886,1.436,1.986,3.18,1.853,1.853,1.794,1.779,1.779,0.655,0.585,1.216,0.561,0.529,0.543,0.543,1.216,1.216,1.216,0.445,0.445,0.538,0.531,0.546,0.58,0.583,0.583,0.583,0.583,0.611,0.668,0.689,0.697,0.704,0.715,0.732,0.75,0.778,0.778,0.895,0.807,0.855,0.888,0.932,0.486,0.932,0.978,0.959,1.563,1.563,0.913,0.913,0.913,0.913,0.855,0.973,0.973,1.015,1.015,1.015,1.015,1.015,0.0,0.017,0.042,0.042,0.042,0.081,0.059,0.059,0.109,0.144,0.157,0.434,0.144,0.144,0.144,0.174,0.204,0.204,4.527,4.527,4.527,4.527,4.527,3.945,4.465,3.446,0.57,3.738,3.738,3.351,3.351,3.351,3.351,3.351,3.351,3.351,2.132,2.593,2.336,2.326,2.745,2.313,1.689,1.771,11.279
Point_159,8.917,1.671,1.74,1.74,1.74,1.681,1.723,1.723,1.723,1.723,1.723,1.721,1.721,1.742,1.742,1.738,1.758,1.758,1.758,1.66,1.66,1.66,1.679,1.676,1.771,1.771,1.66,1.8,1.8,1.8,1.916,1.916,1.916,1.8,1.776,1.881,1.848,1.856,1.848,1.848,1.848,1.771,1.771,1.848,1.848,1.848,1.905,1.703,1.946,1.479,1.479,1.432,1.432,1.427,1.427,1.427,1.445,1.445,1.477,1.477,1.485,1.485,1.501,1.579,1.609,1.624,1.59,1.653,1.808,1.683,2.615,2.615,1.688,1.663,1.73,1.922,1.477,1.498,1.485,1.485,1.472,1.458,1.454,1.454,1.424,1.447,4.383,1.416,1.366,1.024,1.024,1.024,0.948,1.927,1.869,1.869,1.419,1.969,3.163,1.836,1.836,1.777,1.762,1.762,0.638,0.568,1.199,0.544,0.512,0.526,0.526,1.199,1.199,1.199,0.428,0.428,0.521,0.514,0.529,0.563,0.566,0.566,0.566,0.566,0.594,0.651,0.672,0.68,0.687,0.698,0.715,0.733,0.761,0.761,0.878,0.79,0.838,0.871,0.915,0.469,0.915,0.961,0.942,1.546,1.546,0.896,0.896,0.896,0.896,0.838,0.956,0.956,0.998,0.998,0.998,0.998,0.998,1.045,0.0,0.025,0.025,0.025,0.064,0.042,0.042,0.092,0.127,0.14,0.417,0.127,0.127,0.127,0.157,0.187,0.187,4.51,4.51,4.51,4.51,4.51,3.928,4.448,3.429,0.553,3.721,3.721,3.334,3.334,3.334,3.334,3.334,3.334,3.334,2.115,2.576,2.319,2.309,2.728,2.296,1.672,1.754,11.262
Point_160,8.892,1.646,1.715,1.715,1.715,1.656,1.698,1.698,1.698,1.698,1.698,1.696,1.696,1.717,1.717,1.713,1.733,1.733,1.733,1.635,1.635,1.635,1.654,1.651,1.746,1.746,1.635,1.775,1.775,1.775,1.891,1.891,1.891,1.775,1.751,1.856,1.823,1.831,1.823,1.823,1.823,1.746,1.746,1.823,1.823,1.823,1.88,1.678,1.921,1.454,1.454,1.407,1.407,1.402,1.402,1.402,1.42,1.42,1.451,1.451,1.46,1.46,1.476,1.554,1.584,1.599,1.565,1.628,1.783,1.658,2.59,2.59,1.662,1.638,1.705,1.897,1.452,1.473,1.459,1.459,1.447,1.433,1.429,1.429,1.399,1.422,4.358,1.391,1.34,0.999,0.999,0.999,0.923,1.902,1.844,1.844,1.394,1.944,3.138,1.811,1.811,1.752,1.737,1.737,0.613,0.543,1.174,0.519,0.487,0.501,0.501,1.174,1.174,1.174,0.403,0.403,0.496,0.489,0.504,0.538,0.541,0.541,0.541,0.541,0.569,0.626,0.647,0.655,0.662,0.673,0.69,0.708,0.736,0.736,0.853,0.765,0.813,0.846,0.889,0.444,0.89,0.936,0.917,1.521,1.521,0.871,0.871,0.871,0.871,0.813,0.931,0.931,0.973,0.973,0.973,0.973,0.973,1.02,1.037,0.0,0.0,0.0,0.039,0.016,0.016,0.067,0.102,0.115,0.392,0.102,0.102,0.102,0.132,0.162,0.162,4.485,4.485,4.485,4.485,4.485,3.903,4.423,3.404,0.528,3.696,3.696,3.309,3.309,3.309,3.309,3.309,3.309,3.309,2.09,2.551,2.294,2.284,2.703,2.271,1.647,1.729,11.237
Point_161,8.892,1.646,1.715,1.715,1.715,1.656,1.698,1.698,1.698,1.698,1.698,1.696,1.696,1.717,1.717,1.713,1.733,1.733,1.733,1.635,1.635,1.635,1.654,1.651,1.746,1.746,1.635,1.775,1.775,1.775,1.891,1.891,1.891,1.775,1.751,1.856,1.823,1.831,1.823,1.823,1.823,1.746,1.746,1.823,1.823,1.823,1.88,1.678,1.921,1.454,1.454,1.407,1.407,1.402,1.402,1.402,1.42,1.42,1.451,1.451,1.46,1.46,1.476,1.554,1.584,1.599,1.565,1.628,1.783,1.658,2.59,2.59,1.662,1.638,1.705,1.897,1.452,1.473,1.459,1.459,1.447,1.433,1.429,1.429,1.399,1.422,4.358,1.391,1.34,0.999,0.999,0.999,0.923,1.902,1.844,1.844,1.394,1.944,3.138,1.811,1.811,1.752,1.737,1.737,0.613,0.543,1.174,0.519,0.487,0.501,0.501,1.174,1.174,1.174,0.403,0.403,0.496,0.489,0.504,0.538,0.541,0.541,0.541,0.541,0.569,0.626,0.647,0.655,0.662,0.673,0.69,0.708,0.736,0.736,0.853,0.765,0.813,0.846,0.889,0.444,0.89,0.936,0.917,1.521,1.521,0.871,0.871,0.871,0.871,0.813,0.931,0.931,0.973,0.973,0.973,0.973,0.973,1.02,1.037,0.0,0.0,0.0,0.039,0.016,0.016,0.067,0.102,0.115,0.392,0.102,0.102,0.102,0.132,0.162,0.162,4.485,4.485,4.485,4.485,4.485,3.903,4.423,3.404,0.528,3.696,3.696,3.309,3.309,3.309,3.309,3.309,3.309,3.309,2.09,2.551,2.294,2.284,2.703,2.271,1.647,1.729,11.237
Point_162,8.892,1.646,1.715,1.715,1.715,1.656,1.698,1.698,1.698,1.698,1.698,1.696,1.696,1.717,1.717,1.713,1.733,1.733,1.733,1.635,1.635,1.635,1.654,1.651,1.746,1.746,1.635,1.775,1.775,1.775,1.891,1.891,1.891,1.775,1.751,1.856,1.823,1.831,1.823,1.823,1.823,1.746,1.746,1.823,1.823,1.823,1.88,1.678,1.921,1.454,1.454,1.407,1.407,1.402,1.402,1.402,1.42,1.42,1.451,1.451,1.46,1.46,1.476,1.554,1.584,1.599,1.565,1.628,1.783,1.658,2.59,2.59,1.662,1.638,1.705,1.897,1.452,1.473,1.459,1.459,1.447,1.433,1.429,1.429,1.399,1.422,4.358,1.391,1.34,0.999,0.999,0.999,0.923,1.902,1.844,1.844,1.394,1.944,3.138,1.811,1.811,1.752,1.737,1.737,0.613,0.543,1.174,0.519,0.487,0.501,0.501,1.174,1.174,1.174,0.403,0.403,0.496,0.489,0.504,0.538,0.541,0.541,0.541,0.541,0.569,0.626,0.647,0.655,0.662,0.673,0.69,0.708,0.736,0.736,0.853,0.765,0.813,0.846,0.889,0.444,0.89,0.936,0.917,1.521,1.521,0.871,0.871,0.871,0.871,0.813,0.931,0.931,0.973,0.973,0.973,0.973,0.973,1.02,1.037,0.0,0.0,0.0,0.039,0.016,0.016,0.067,0.102,0.115,0.392,0.102,0.102,0.102,0.132,0.162,0.162,4.485,4.485,4.485,4.485,4.485,3.903,4.423,3.404,0.528,3.696,3.696,3.309,3.309,3.309,3.309,3.309,3.309,3.309,2.09,2.551,2.294,2.284,2.703,2.271,1.647,1.729,11.237
Point_163,8.852,1.607,1.675,1.675,1.675,1.617,1.658,1.658,1.658,1.658,1.658,1.657,1.657,1.678,1.678,1.674,1.693,1.693,1.693,1.596,1.596,1.596,1.615,1.612,1.707,1.707,1.596,1.736,1.736,1.736,1.852,1.852,1.852,1.736,1.712,1.816,1.783,1.791,1.783,1.783,1.783,1.707,1.707,1.783,1.783,1.783,1.841,1.638,1.881,1.415,1.415,1.367,1.367,1.362,1.362,1.362,1.381,1.381,1.412,1.412,1.421,1.421,1.437,1.514,1.545,1.559,1.526,1.589,1.744,1.619,2.551,2.551,1.623,1.599,1.665,1.858,1.412,1.434,1.42,1.42,1.407,1.394,1.39,1.39,1.36,1.383,4.318,1.352,1.301,0.959,0.959,0.959,0.884,1.862,1.804,1.804,1.354,1.905,3.098,1.772,1.772,1.712,1.698,1.698,0.573,0.504,1.135,0.48,0.447,0.462,0.462,1.135,1.135,1.135,0.363,0.363,0.456,0.449,0.465,0.499,0.501,0.501,0.501,0.501,0.53,0.587,0.607,0.616,0.622,0.634,0.65,0.669,0.696,0.696,0.814,0.726,0.774,0.807,0.85,0.405,0.851,0.897,0.878,1.481,1.481,0.831,0.831,0.831,0.831,0.774,0.892,0.892,0.934,0.934,0.934,0.934,0.934,0.98,0.997,1.022,1.022,1.022,0.0,1.039,1.039,0.028,0.062,0.076,0.353,0.062,0.062,0.062,0.093,0.123,0.123,4.446,4.446,4.446,4.446,4.446,3.864,4.384,3.365,0.489,3.657,3.657,3.27,3.27,3.27,3.27,3.27,3.27,3.27,2.051,2.511,2.255,2.245,2.663,2.232,1.608,1.69,11.197
Point_164,8.875,1.63,1.698,1.698,1.698,1.64,1.681,1.681,1.681,1.681,1.681,1.68,1.68,1.7,1.7,1.696,1.716,1.716,1.716,1.618,1.618,1.618,1.638,1.635,1.73,1.73,1.618,1.759,1.759,1.759,1.875,1.875,1.875,1.759,1.735,1.839,1.806,1.814,1.806,1.806,1.806,1.73,1.73,1.806,1.806,1.806,1.864,1.661,1.904,1.437,1.437,1.39,1.39,1.385,1.385,1.385,1.404,1.404,1.435,1.435,1.444,1.444,1.46,1.537,1.568,1.582,1.549,1.611,1.767,1.642,2.574,2.574,1.646,1.622,1.688,1.881,1.435,1.457,1.443,1.443,1.43,1.417,1.413,1.413,1.383,1.405,4.341,1.375,1.324,0.982,0.982,0.982,0.907,1.885,1.827,1.827,1.377,1.928,3.121,1.794,1.794,1.735,1.721,1.721,0.596,0.526,1.158,0.503,0.47,0.484,0.484,1.158,1.158,1.158,0.386,0.386,0.479,0.472,0.488,0.521,0.524,0.524,0.524,0.524,0.553,0.61,0.63,0.639,0.645,0.657,0.673,0.692,0.719,0.719,0.837,0.748,0.797,0.83,0.873,0.428,0.874,0.919,0.901,1.504,1.504,0.854,0.854,0.854,0.854,0.797,0.914,0.914,0.957,0.957,0.957,0.957,0.957,1.003,1.02,1.045,1.045,1.045,0.023,0.0,0.0,0.05,0.085,0.099,0.376,0.085,0.085,0.085,0.116,0.145,0.145,4.468,4.468,4.468,4.468,4.468,3.887,4.406,3.388,0.512,3.68,3.68,3.293,3.293,3.293,3.293,3.293,3.293,3.293,2.074,2.534,2.277,2.268,2.686,2.255,1.63,1.713,11.22
Point_165,8.875,1.63,1.698,1.698,1.698,1.64,1.681,1.681,1.681,1.681,1.681,1.68,1.68,1.7,1.7,1.696,1.716,1.716,1.716,1.618,1.618,1.618,1.638,1.635,1.73,1.73,1.618,1.759,1.759,1.759,1.875,1.875,1.875,1.759,1.735,1.839,1.806,1.814,1.806,1.806,1.806,1.73,1.73,1.806,1.806,1.806,1.864,1.661,1.904,1.437,1.437,1.39,1.39,1.385,1.385,1.385,1.404,1.404,1.435,1.435,1.444,1.444,1.46,1.537,1.568,1.582,1.549,1.611,1.767,1.642,2.574,2.574,1.646,1.622,1.688,1.881,1.435,1.457,1.443,1.443,1.43,1.417,1.413,1.413,1.383,1.405,4.341,1.375,1.324,0.982,0.982,0.982,0.907,1.885,1.827,1.827,1.377,1.928,3.121,1.794,1.794,1.735,1.721,1.721,0.596,0.526,1.158,0.503,0.47,0.484,0.484,1.158,1.158,1.158,0.386,0.386,0.479,0.472,0.488,0.521,0.524,0.524,0.524,0.524,0.553,0.61,0.63,0.639,0.645,0.657,0.673,0.692,0.719,0.719,0.837,0.748,0.797,0.83,0.873,0.428,0.874,0.919,0.901,1.504,1.504,0.854,0.854,0.854,0.854,0.797,0.914,0.914,0.957,0.957,0.957,0.957,0.957,1.003,1.02,1.045,1.045,1.045,0.023,0.0,0.0,0.05,0.085,0.099,0.376,0.085,0.085,0.085,0.116,0.145,0.145,4.468,4.468,4.468,4.468,4.468,3.887,4.406,3.388,0.512,3.68,3.68,3.293,3.293,3.293,3.293,3.293,3.293,3.293,2.074,2.534,2.277,2.268,2.686,2.255,1.63,1.713,11.22
Point_166,8.825,1.579,1.648,1.648,1.648,1.589,1.631,1.631,1.631,1.631,1.631,1.63,1.63,1.65,1.65,1.646,1.666,1.666,1.666,1.568,1.568,1.568,1.587,1.584,1.679,1.679,1.568,1.708,1.708,1.708,1.824,1.824,1.824,1.708,1.684,1.789,1.756,1.764,1.756,1.756,1.756,1.679,1.679,1.756,1.756,1.756,1.813,1.611,1.854,1.387,1.387,1.34,1.34,1.335,1.335,1.335,1.353,1.353,1.385,1.385,1.393,1.393,1.409,1.487,1.517,1.532,1.498,1.561,1.716,1.591,2.523,2.523,1.596,1.571,1.638,1.831,1.385,1.407,1.393,1.393,1.38,1.367,1.362,1.362,1.332,1.355,4.291,1.324,1.274,0.932,0.932,0.932,0.856,1.835,1.777,1.777,1.327,1.877,3.071,1.744,1.744,1.685,1.67,1.67,0.546,0.476,1.107,0.452,0.42,0.434,0.434,1.107,1.107,1.107,0.336,0.336,0.429,0.422,0.437,0.471,0.474,0.474,0.474,0.474,0.502,0.559,0.58,0.588,0.595,0.606,0.623,0.641,0.669,0.669,0.786,0.698,0.746,0.779,0.823,0.377,0.823,0.869,0.85,1.454,1.454,0.804,0.804,0.804,0.804,0.746,0.864,0.864,0.906,0.906,0.906,0.906,0.906,0.953,0.97,0.995,0.995,0.995,1.034,1.011,1.011,0.0,0.035,0.048,0.325,0.035,0.035,0.035,0.065,0.095,0.095,4.418,4.418,4.418,4.418,4.418,3.836,4.356,3.337,0.461,3.629,3.629,3.242,3.242,3.242,3.242,3.242,3.242,3.242,2.023,2.484,2.227,2.217,2.636,2.204,1.58,1.662,11.17
