,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124,Point_125,Point_126,Point_127,Point_128,Point_129,Point_130,Point_131,Point_132,Point_133,Point_134,Point_135,Point_136,Point_137,Point_138,Point_139,Point_140,Point_141,Point_142,Point_143,Point_144,Point_145,Point_146,Point_147,Point_148,Point_149,Point_150,Point_151,Point_152,Point_153,Point_154,Point_155,Point_156,Point_157,Point_158,Point_159,Point_160,Point_161,Point_162,Point_163,Point_164,Point_165,Point_166,Point_167,Point_168,Point_169,Point_170,Point_171,Point_172,Point_173,Point_174,Point_175,Point_176,Point_177,Point_178,Point_179,Point_180,Point_181,Point_182,Point_183,Point_184,Point_185,Point_186,Point_187,Point_188,Point_189,Point_190,Point_191,Point_192,Point_193,Point_194,Point_195,Point_196,Point_197,Point_198,Point_199
Point_151,8.98,0.394,0.438,0.571,0.529,0.549,0.606,0.606,0.644,0.675,0.688,0.772,0.846,0.91,0.962,1.003,1.092,1.137,1.161,1.185,1.498,1.498,1.572,2.755,3.127,2.722,5.31,3.493,2.952,3.127,3.127,1.637,3.402,3.493,3.493,3.13,3.878,3.493,2.865,3.493,2.632,2.411,2.411,1.769,1.769,1.546,1.536,1.601,1.595,1.601,1.65,1.67,1.67,1.769,1.983,1.003,2.066,2.089,2.089,2.359,2.121,1.092,1.507,1.446,1.352,1.352,1.305,1.126,1.109,1.109,1.089,0.967,0.981,0.949,0.904,0.956,0.941,0.963,0.967,1.151,0.926,0.942,1.024,0.862,0.783,0.745,0.745,0.713,0.774,0.901,0.849,0.843,0.826,0.854,0.835,0.835,0.786,0.739,0.753,0.693,0.711,0.701,0.631,1.262,0.607,0.575,0.589,0.589,1.262,1.262,1.262,0.491,0.491,0.584,0.577,0.593,0.626,0.629,0.629,0.629,0.629,0.657,0.714,0.735,0.743,0.75,0.761,0.778,0.797,0.824,0.824,0.941,0.853,0.902,0.935,0.978,0.533,0.978,1.024,1.005,1.609,1.609,0.959,0.959,0.959,0.959,0.902,1.019,1.019,0.0,0.0,0.0,0.0,0.0,0.046,0.063,0.088,0.088,0.088,0.128,0.105,0.105,0.155,0.19,0.203,0.48,0.19,0.19,0.19,0.22,0.25,0.25,4.573,4.573,4.573,4.573,4.573,3.991,4.511,3.493,0.616,3.785,3.785,3.785,3.397,3.397,3.397,3.397,3.397,3.397,3.397,2.639,2.382,2.372,2.791,2.359,1.735,1.817,11.325
Point_152,8.98,0.394,0.438,0.571,0.529,0.549,0.606,0.606,0.644,0.675,0.688,0.772,0.846,0.91,0.962,1.003,1.092,1.137,1.161,1.185,1.498,1.498,1.572,2.755,3.127,2.722,5.31,3.493,2.952,3.127,3.127,1.637,3.402,3.493,3.493,3.13,3.878,3.493,2.865,3.493,2.632,2.411,2.411,1.769,1.769,1.546,1.536,1.601,1.595,1.601,1.65,1.67,1.67,1.769,1.983,1.003,2.066,2.089,2.089,2.359,2.121,1.092,1.507,1.446,1.352,1.352,1.305,1.126,1.109,1.109,1.089,0.967,0.981,0.949,0.904,0.956,0.941,0.963,0.967,1.151,0.926,0.942,1.024,0.862,0.783,0.745,0.745,0.713,0.774,0.901,0.849,0.843,0.826,0.854,0.835,0.835,0.786,0.739,0.753,0.693,0.711,0.701,0.631,1.262,0.607,0.575,0.589,0.589,1.262,1.262,1.262,0.491,0.491,0.584,0.577,0.593,0.626,0.629,0.629,0.629,0.629,0.657,0.714,0.735,0.743,0.75,0.761,0.778,0.797,0.824,0.824,0.941,0.853,0.902,0.935,0.978,0.533,0.978,1.024,1.005,1.609,1.609,0.959,0.959,0.959,0.959,0.902,1.019,1.019,0.0,0.0,0.0,0.0,0.0,0.046,0.063,0.088,0.088,0.088,0.128,0.105,0.105,0.155,0.19,0.203,0.48,0.19,0.19,0.19,0.22,0.25,0.25,4.573,4.573,4.573,4.573,4.573,3.991,4.511,3.493,0.616,3.785,3.785,3.785,3.397,3.397,3.397,3.397,3.397,3.397,3.397,2.639,2.382,2.372,2.791,2.359,1.735,1.817,11.325
Point_153,8.98,0.394,0.438,0.571,0.529,0.549,0.606,0.606,0.644,0.675,0.688,0.772,0.846,0.91,0.962,1.003,1.092,1.137,1.161,1.185,1.498,1.498,1.572,2.755,3.127,2.722,5.31,3.493,2.952,3.127,3.127,1.637,3.402,3.493,3.493,3.13,3.878,3.493,2.865,3.493,2.632,2.411,2.411,1.769,1.769,1.546,1.536,1.601,1.595,1.601,1.65,1.67,1.67,1.769,1.983,1.003,2.066,2.089,2.089,2.359,2.121,1.092,1.507,1.446,1.352,1.352,1.305,1.126,1.109,1.109,1.089,0.967,0.981,0.949,0.904,0.956,0.941,0.963,0.967,1.151,0.926,0.942,1.024,0.862,0.783,0.745,0.745,0.713,0.774,0.901,0.849,0.843,0.826,0.854,0.835,0.835,0.786,0.739,0.753,0.693,0.711,0.701,0.631,1.262,0.607,0.575,0.589,0.589,1.262,1.262,1.262,0.491,0.491,0.584,0.577,0.593,0.626,0.629,0.629,0.629,0.629,0.657,0.714,0.735,0.743,0.75,0.761,0.778,0.797,0.824,0.824,0.941,0.853,0.902,0.935,0.978,0.533,0.978,1.024,1.005,1.609,1.609,0.959,0.959,0.959,0.959,0.902,1.019,1.019,0.0,0.0,0.0,0.0,0.0,0.046,0.063,0.088,0.088,0.088,0.128,0.105,0.105,0.155,0.19,0.203,0.48,0.19,0.19,0.19,0.22,0.25,0.25,4.573,4.573,4.573,4.573,4.573,3.991,4.511,3.493,0.616,3.785,3.785,3.785,3.397,3.397,3.397,3.397,3.397,3.397,3.397,2.639,2.382,2.372,2.791,2.359,1.735,1.817,11.325
Point_154,8.98,0.394,0.438,0.571,0.529,0.549,0.606,0.606,0.644,0.675,0.688,0.772,0.846,0.91,0.962,1.003,1.092,1.137,1.161,1.185,1.498,1.498,1.572,2.755,3.127,2.722,5.31,3.493,2.952,3.127,3.127,1.637,3.402,3.493,3.493,3.13,3.878,3.493,2.865,3.493,2.632,2.411,2.411,1.769,1.769,1.546,1.536,1.601,1.595,1.601,1.65,1.67,1.67,1.769,1.983,1.003,2.066,2.089,2.089,2.359,2.121,1.092,1.507,1.446,1.352,1.352,1.305,1.126,1.109,1.109,1.089,0.967,0.981,0.949,0.904,0.956,0.941,0.963,0.967,1.151,0.926,0.942,1.024,0.862,0.783,0.745,0.745,0.713,0.774,0.901,0.849,0.843,0.826,0.854,0.835,0.835,0.786,0.739,0.753,0.693,0.711,0.701,0.631,1.262,0.607,0.575,0.589,0.589,1.262,1.262,1.262,0.491,0.491,0.584,0.577,0.593,0.626,0.629,0.629,0.629,0.629,0.657,0.714,0.735,0.743,0.75,0.761,0.778,0.797,0.824,0.824,0.941,0.853,0.902,0.935,0.978,0.533,0.978,1.024,1.005,1.609,1.609,0.959,0.959,0.959,0.959,0.902,1.019,1.019,0.0,0.0,0.0,0.0,0.0,0.046,0.063,0.088,0.088,0.088,0.128,0.105,0.105,0.155,0.19,0.203,0.48,0.19,0.19,0.19,0.22,0.25,0.25,4.573,4.573,4.573,4.573,4.573,3.991,4.511,3.493,0.616,3.785,3.785,3.785,3.397,3.397,3.397,3.397,3.397,3.397,3.397,2.639,2.382,2.372,2.791,2.359,1.735,1.817,11.325
Point_155,8.934,0.348,0.391,0.525,0.483,0.502,0.559,0.56,0.598,0.629,0.641,0.726,0.8,0.864,0.916,0.956,1.045,1.091,1.115,1.138,1.452,1.452,1.526,2.709,3.08,2.676,5.264,3.446,2.906,3.08,3.08,1.591,3.355,3.446,3.446,3.084,3.832,3.446,2.818,3.446,2.585,2.365,2.365,1.722,1.722,1.5,1.489,1.555,1.548,1.555,1.604,1.623,1.623,1.722,1.937,0.957,2.02,2.043,2.043,2.313,2.075,1.045,1.461,1.399,1.306,1.306,1.258,1.08,1.062,1.062,1.043,0.921,0.934,0.903,0.858,0.91,0.895,0.917,0.921,1.105,0.879,0.896,0.978,0.816,0.737,0.699,0.699,0.667,0.728,0.855,0.803,0.797,0.78,0.808,0.789,0.789,0.74,0.692,0.707,0.646,0.664,0.655,0.585,1.216,0.561,0.529,0.543,0.543,1.216,1.216,1.216,0.445,0.445,0.538,0.531,0.546,0.58,0.583,0.583,0.583,0.583,0.611,0.668,0.689,0.697,0.704,0.715,0.732,0.75,0.778,0.778,0.895,0.807,0.855,0.888,0.932,0.486,0.932,0.978,0.959,1.563,1.563,0.913,0.913,0.913,0.913,0.855,0.973,0.973,1.015,1.015,1.015,1.015,1.015,0.0,0.017,0.042,0.042,0.042,0.081,0.059,0.059,0.109,0.144,0.157,0.434,0.144,0.144,0.144,0.174,0.204,0.204,4.527,4.527,4.527,4.527,4.527,3.945,4.465,3.446,0.57,3.738,3.738,3.738,3.351,3.351,3.351,3.351,3.351,3.351,3.351,2.593,2.336,2.326,2.745,2.313,1.689,1.771,11.279
Point_156,8.917,0.331,0.374,0.508,0.466,0.485,0.542,0.543,0.581,0.612,0.624,0.709,0.783,0.847,0.899,0.94,1.028,1.074,1.098,1.122,1.435,1.435,1.509,2.692,3.063,2.659,5.247,3.429,2.889,3.063,3.063,1.574,3.338,3.429,3.429,3.067,3.815,3.429,2.801,3.429,2.568,2.348,2.348,1.705,1.705,1.483,1.472,1.538,1.531,1.538,1.587,1.606,1.606,1.705,1.92,0.94,2.003,2.026,2.026,2.296,2.058,1.028,1.444,1.382,1.289,1.289,1.241,1.063,1.046,1.046,1.026,0.904,0.917,0.886,0.841,0.893,0.878,0.9,0.904,1.088,0.862,0.879,0.961,0.799,0.72,0.682,0.682,0.65,0.711,0.838,0.786,0.78,0.763,0.791,0.772,0.772,0.723,0.675,0.69,0.629,0.648,0.638,0.568,1.199,0.544,0.512,0.526,0.526,1.199,1.199,1.199,0.428,0.428,0.521,0.514,0.529,0.563,0.566,0.566,0.566,0.566,0.594,0.651,0.672,0.68,0.687,0.698,0.715,0.733,0.761,0.761,0.878,0.79,0.838,0.871,0.915,0.469,0.915,0.961,0.942,1.546,1.546,0.896,0.896,0.896,0.896,0.838,0.956,0.956,0.998,0.998,0.998,0.998,0.998,1.045,0.0,0.025,0.025,0.025,0.064,0.042,0.042,0.092,0.127,0.14,0.417,0.127,0.127,0.127,0.157,0.187,0.187,4.51,4.51,4.51,4.51,4.51,3.928,4.448,3.429,0.553,3.721,3.721,3.721,3.334,3.334,3.334,3.334,3.334,3.334,3.334,2.576,2.319,2.309,2.728,2.296,1.672,1.754,11.262
Point_157,8.892,0.306,0.349,0.483,0.441,0.46,0.517,0.518,0.556,0.587,0.599,0.684,0.758,0.822,0.874,0.914,1.003,1.049,1.073,1.096,1.41,1.41,1.484,2.667,3.038,2.634,5.222,3.404,2.864,3.038,3.038,1.549,3.313,3.404,3.404,3.042,3.79,3.404,2.776,3.404,2.543,2.323,2.323,1.68,1.68,1.458,1.447,1.512,1.506,1.512,1.562,1.581,1.581,1.68,1.895,0.915,1.978,2.001,2.001,2.271,2.033,1.003,1.419,1.357,1.264,1.264,1.216,1.038,1.02,1.02,1.001,0.879,0.892,0.861,0.816,0.868,0.853,0.875,0.879,1.063,0.837,0.854,0.936,0.774,0.695,0.657,0.657,0.625,0.686,0.813,0.761,0.755,0.738,0.766,0.747,0.747,0.698,0.65,0.665,0.604,0.622,0.613,0.543,1.174,0.519,0.487,0.501,0.501,1.174,1.174,1.174,0.403,0.403,0.496,0.489,0.504,0.538,0.541,0.541,0.541,0.541,0.569,0.626,0.647,0.655,0.662,0.673,0.69,0.708,0.736,0.736,0.853,0.765,0.813,0.846,0.889,0.444,0.89,0.936,0.917,1.521,1.521,0.871,0.871,0.871,0.871,0.813,0.931,0.931,0.973,0.973,0.973,0.973,0.973,1.02,1.037,0.0,0.0,0.0,0.039,0.016,0.016,0.067,0.102,0.115,0.392,0.102,0.102,0.102,0.132,0.162,0.162,4.485,4.485,4.485,4.485,4.485,3.903,4.423,3.404,0.528,3.696,3.696,3.696,3.309,3.309,3.309,3.309,3.309,3.309,3.309,2.551,2.294,2.284,2.703,2.271,1.647,1.729,11.237
Point_158,8.892,0.306,0.349,0.483,0.441,0.46,0.517,0.518,0.556,0.587,0.599,0.684,0.758,0.822,0.874,0.914,1.003,1.049,1.073,1.096,1.41,1.41,1.484,2.667,3.038,2.634,5.222,3.404,2.864,3.038,3.038,1.549,3.313,3.404,3.404,3.042,3.79,3.404,2.776,3.404,2.543,2.323,2.323,1.68,1.68,1.458,1.447,1.512,1.506,1.512,1.562,1.581,1.581,1.68,1.895,0.915,1.978,2.001,2.001,2.271,2.033,1.003,1.419,1.357,1.264,1.264,1.216,1.038,1.02,1.02,1.001,0.879,0.892,0.861,0.816,0.868,0.853,0.875,0.879,1.063,0.837,0.854,0.936,0.774,0.695,0.657,0.657,0.625,0.686,0.813,0.761,0.755,0.738,0.766,0.747,0.747,0.698,0.65,0.665,0.604,0.622,0.613,0.543,1.174,0.519,0.487,0.501,0.501,1.174,1.174,1.174,0.403,0.403,0.496,0.489,0.504,0.538,0.541,0.541,0.541,0.541,0.569,0.626,0.647,0.655,0.662,0.673,0.69,0.708,0.736,0.736,0.853,0.765,0.813,0.846,0.889,0.444,0.89,0.936,0.917,1.521,1.521,0.871,0.871,0.871,0.871,0.813,0.931,0.931,0.973,0.973,0.973,0.973,0.973,1.02,1.037,0.0,0.0,0.0,0.039,0.016,0.016,0.067,0.102,0.115,0.392,0.102,0.102,0.102,0.132,0.162,0.162,4.485,4.485,4.485,4.485,4.485,3.903,4.423,3.404,0.528,3.696,3.696,3.696,3.309,3.309,3.309,3.309,3.309,3.309,3.309,2.551,2.294,2.284,2.703,2.271,1.647,1.729,11.237
Point_159,8.892,0.306,0.349,0.483,0.441,0.46,0.517,0.518,0.556,0.587,0.599,0.684,0.758,0.822,0.874,0.914,1.003,1.049,1.073,1.096,1.41,1.41,1.484,2.667,3.038,2.634,5.222,3.404,2.864,3.038,3.038,1.549,3.313,3.404,3.404,3.042,3.79,3.404,2.776,3.404,2.543,2.323,2.323,1.68,1.68,1.458,1.447,1.512,1.506,1.512,1.562,1.581,1.581,1.68,1.895,0.915,1.978,2.001,2.001,2.271,2.033,1.003,1.419,1.357,1.264,1.264,1.216,1.038,1.02,1.02,1.001,0.879,0.892,0.861,0.816,0.868,0.853,0.875,0.879,1.063,0.837,0.854,0.936,0.774,0.695,0.657,0.657,0.625,0.686,0.813,0.761,0.755,0.738,0.766,0.747,0.747,0.698,0.65,0.665,0.604,0.622,0.613,0.543,1.174,0.519,0.487,0.501,0.501,1.174,1.174,1.174,0.403,0.403,0.496,0.489,0.504,0.538,0.541,0.541,0.541,0.541,0.569,0.626,0.647,0.655,0.662,0.673,0.69,0.708,0.736,0.736,0.853,0.765,0.813,0.846,0.889,0.444,0.89,0.936,0.917,1.521,1.521,0.871,0.871,0.871,0.871,0.813,0.931,0.931,0.973,0.973,0.973,0.973,0.973,1.02,1.037,0.0,0.0,0.0,0.039,0.016,0.016,0.067,0.102,0.115,0.392,0.102,0.102,0.102,0.132,0.162,0.162,4.485,4.485,4.485,4.485,4.485,3.903,4.423,3.404,0.528,3.696,3.696,3.696,3.309,3.309,3.309,3.309,3.309,3.309,3.309,2.551,2.294,2.284,2.703,2.271,1.647,1.729,11.237
Point_160,8.852,0.266,0.31,0.444,0.402,0.421,0.478,0.479,0.516,0.547,0.56,0.645,0.719,0.783,0.835,0.875,0.964,1.01,1.033,1.057,1.371,1.371,1.445,2.628,2.999,2.594,5.183,3.365,2.825,2.999,2.999,1.509,3.274,3.365,3.365,3.002,3.751,3.365,2.737,3.365,2.504,2.284,2.284,1.641,1.641,1.419,1.408,1.473,1.467,1.473,1.523,1.542,1.542,1.641,1.856,0.876,1.939,1.962,1.962,2.232,1.993,0.964,1.38,1.318,1.224,1.224,1.177,0.999,0.981,0.981,0.961,0.839,0.853,0.821,0.776,0.828,0.813,0.836,0.84,1.024,0.798,0.814,0.896,0.735,0.656,0.617,0.617,0.586,0.647,0.773,0.721,0.716,0.698,0.727,0.708,0.708,0.658,0.611,0.626,0.565,0.583,0.573,0.504,1.135,0.48,0.447,0.462,0.462,1.135,1.135,1.135,0.363,0.363,0.456,0.449,0.465,0.499,0.501,0.501,0.501,0.501,0.53,0.587,0.607,0.616,0.622,0.634,0.65,0.669,0.696,0.696,0.814,0.726,0.774,0.807,0.85,0.405,0.851,0.897,0.878,1.481,1.481,0.831,0.831,0.831,0.831,0.774,0.892,0.892,0.934,0.934,0.934,0.934,0.934,0.98,0.997,1.022,1.022,1.022,0.0,1.039,1.039,0.028,0.062,0.076,0.353,0.062,0.062,0.062,0.093,0.123,0.123,4.446,4.446,4.446,4.446,4.446,3.864,4.384,3.365,0.489,3.657,3.657,3.657,3.27,3.27,3.27,3.27,3.27,3.27,3.27,2.511,2.255,2.245,2.663,2.232,1.608,1.69,11.197
Point_161,8.875,0.289,0.333,0.466,0.424,0.444,0.501,0.501,0.539,0.57,0.583,0.667,0.742,0.806,0.858,0.898,0.987,1.032,1.056,1.08,1.393,1.393,1.467,2.65,3.022,2.617,5.206,3.388,2.847,3.022,3.022,1.532,3.297,3.388,3.388,3.025,3.774,3.388,2.76,3.388,2.527,2.307,2.307,1.664,1.664,1.442,1.431,1.496,1.49,1.496,1.546,1.565,1.565,1.664,1.878,0.899,1.962,1.985,1.985,2.255,2.016,0.987,1.402,1.341,1.247,1.247,1.2,1.021,1.004,1.004,0.984,0.862,0.876,0.844,0.799,0.851,0.836,0.859,0.863,1.047,0.821,0.837,0.919,0.758,0.678,0.64,0.64,0.609,0.67,0.796,0.744,0.739,0.721,0.749,0.731,0.731,0.681,0.634,0.649,0.588,0.606,0.596,0.526,1.158,0.503,0.47,0.484,0.484,1.158,1.158,1.158,0.386,0.386,0.479,0.472,0.488,0.521,0.524,0.524,0.524,0.524,0.553,0.61,0.63,0.639,0.645,0.657,0.673,0.692,0.719,0.719,0.837,0.748,0.797,0.83,0.873,0.428,0.874,0.919,0.901,1.504,1.504,0.854,0.854,0.854,0.854,0.797,0.914,0.914,0.957,0.957,0.957,0.957,0.957,1.003,1.02,1.045,1.045,1.045,0.023,0.0,0.0,0.05,0.085,0.099,0.376,0.085,0.085,0.085,0.116,0.145,0.145,4.468,4.468,4.468,4.468,4.468,3.887,4.406,3.388,0.512,3.68,3.68,3.68,3.293,3.293,3.293,3.293,3.293,3.293,3.293,2.534,2.277,2.268,2.686,2.255,1.63,1.713,11.22
Point_162,8.875,0.289,0.333,0.466,0.424,0.444,0.501,0.501,0.539,0.57,0.583,0.667,0.742,0.806,0.858,0.898,0.987,1.032,1.056,1.08,1.393,1.393,1.467,2.65,3.022,2.617,5.206,3.388,2.847,3.022,3.022,1.532,3.297,3.388,3.388,3.025,3.774,3.388,2.76,3.388,2.527,2.307,2.307,1.664,1.664,1.442,1.431,1.496,1.49,1.496,1.546,1.565,1.565,1.664,1.878,0.899,1.962,1.985,1.985,2.255,2.016,0.987,1.402,1.341,1.247,1.247,1.2,1.021,1.004,1.004,0.984,0.862,0.876,0.844,0.799,0.851,0.836,0.859,0.863,1.047,0.821,0.837,0.919,0.758,0.678,0.64,0.64,0.609,0.67,0.796,0.744,0.739,0.721,0.749,0.731,0.731,0.681,0.634,0.649,0.588,0.606,0.596,0.526,1.158,0.503,0.47,0.484,0.484,1.158,1.158,1.158,0.386,0.386,0.479,0.472,0.488,0.521,0.524,0.524,0.524,0.524,0.553,0.61,0.63,0.639,0.645,0.657,0.673,0.692,0.719,0.719,0.837,0.748,0.797,0.83,0.873,0.428,0.874,0.919,0.901,1.504,1.504,0.854,0.854,0.854,0.854,0.797,0.914,0.914,0.957,0.957,0.957,0.957,0.957,1.003,1.02,1.045,1.045,1.045,0.023,0.0,0.0,0.05,0.085,0.099,0.376,0.085,0.085,0.085,0.116,0.145,0.145,4.468,4.468,4.468,4.468,4.468,3.887,4.406,3.388,0.512,3.68,3.68,3.68,3.293,3.293,3.293,3.293,3.293,3.293,3.293,2.534,2.277,2.268,2.686,2.255,1.63,1.713,11.22
Point_163,8.825,0.239,0.282,0.416,0.374,0.393,0.45,0.451,0.489,0.52,0.532,0.617,0.691,0.755,0.807,0.848,0.936,0.982,1.006,1.03,1.343,1.343,1.417,2.6,2.971,2.567,5.155,3.337,2.797,2.971,2.971,1.482,3.246,3.337,3.337,2.975,3.723,3.337,2.709,3.337,2.477,2.256,2.256,1.613,1.613,1.391,1.38,1.446,1.439,1.446,1.495,1.514,1.514,1.613,1.828,0.848,1.911,1.934,1.934,2.204,1.966,0.936,1.352,1.29,1.197,1.197,1.149,0.971,0.954,0.954,0.934,0.812,0.826,0.794,0.749,0.801,0.786,0.808,0.812,0.996,0.77,0.787,0.869,0.707,0.628,0.59,0.59,0.558,0.619,0.746,0.694,0.688,0.671,0.699,0.68,0.68,0.631,0.583,0.598,0.537,0.556,0.546,0.476,1.107,0.452,0.42,0.434,0.434,1.107,1.107,1.107,0.336,0.336,0.429,0.422,0.437,0.471,0.474,0.474,0.474,0.474,0.502,0.559,0.58,0.588,0.595,0.606,0.623,0.641,0.669,0.669,0.786,0.698,0.746,0.779,0.823,0.377,0.823,0.869,0.85,1.454,1.454,0.804,0.804,0.804,0.804,0.746,0.864,0.864,0.906,0.906,0.906,0.906,0.906,0.953,0.97,0.995,0.995,0.995,1.034,1.011,1.011,0.0,0.035,0.048,0.325,0.035,0.035,0.035,0.065,0.095,0.095,4.418,4.418,4.418,4.418,4.418,3.836,4.356,3.337,0.461,3.629,3.629,3.629,3.242,3.242,3.242,3.242,3.242,3.242,3.242,2.484,2.227,2.217,2.636,2.204,1.58,1.662,11.17
Point_164,8.79,0.204,0.248,0.381,0.339,0.359,0.416,0.416,0.454,0.485,0.498,0.582,0.656,0.721,0.773,0.813,0.902,0.947,0.971,0.995,1.308,1.308,1.382,2.565,2.937,2.532,5.12,3.303,2.762,2.937,2.937,1.447,3.212,3.303,3.303,2.94,3.689,3.303,2.675,3.303,2.442,2.222,2.222,1.579,1.579,1.357,1.346,1.411,1.405,1.411,1.461,1.48,1.48,1.579,1.793,0.814,1.877,1.9,1.9,2.169,1.931,0.902,1.317,1.256,1.162,1.162,1.115,0.936,0.919,0.919,0.899,0.777,0.791,0.759,0.714,0.766,0.751,0.773,0.778,0.962,0.736,0.752,0.834,0.672,0.593,0.555,0.555,0.524,0.585,0.711,0.659,0.654,0.636,0.664,0.646,0.646,0.596,0.549,0.564,0.503,0.521,0.511,0.441,1.073,0.418,0.385,0.399,0.399,1.073,1.073,1.073,0.301,0.301,0.394,0.387,0.403,0.436,0.439,0.439,0.439,0.439,0.468,0.524,0.545,0.554,0.56,0.572,0.588,0.607,0.634,0.634,0.751,0.663,0.712,0.745,0.788,0.343,0.789,0.834,0.816,1.419,1.419,0.769,0.769,0.769,0.769,0.712,0.829,0.829,0.872,0.872,0.872,0.872,0.872,0.918,0.935,0.96,0.96,0.96,0.999,0.977,0.977,1.027,0.0,0.013,0.291,0.0,0.0,0.0,0.031,0.06,0.06,4.383,4.383,4.383,4.383,4.383,3.802,4.321,3.303,0.427,3.595,3.595,3.595,3.208,3.208,3.208,3.208,3.208,3.208,3.208,2.449,2.192,2.183,2.601,2.169,1.545,1.628,11.135
Point_165,8.774,0.188,0.232,0.365,0.323,0.343,0.4,0.4,0.438,0.469,0.482,0.566,0.641,0.705,0.757,0.797,0.886,0.931,0.955,0.979,1.292,1.292,1.366,2.549,2.921,2.516,5.105,3.287,2.746,2.921,2.921,1.431,3.196,3.287,3.287,2.924,3.673,3.287,2.659,3.287,2.426,2.206,2.206,1.563,1.563,1.341,1.33,1.395,1.389,1.395,1.445,1.464,1.464,1.563,1.777,0.798,1.861,1.884,1.884,2.154,1.915,0.886,1.301,1.24,1.146,1.146,1.099,0.92,0.903,0.903,0.883,0.761,0.775,0.743,0.698,0.75,0.735,0.758,0.762,0.946,0.72,0.736,0.818,0.657,0.577,0.539,0.539,0.508,0.569,0.695,0.643,0.638,0.62,0.648,0.63,0.63,0.58,0.533,0.548,0.487,0.505,0.495,0.425,1.057,0.402,0.369,0.383,0.383,1.057,1.057,1.057,0.285,0.285,0.378,0.371,0.387,0.42,0.423,0.423,0.423,0.423,0.452,0.509,0.529,0.538,0.544,0.556,0.572,0.591,0.618,0.618,0.736,0.647,0.696,0.729,0.772,0.329,0.773,0.818,0.8,1.403,1.403,0.753,0.753,0.753,0.753,0.696,0.813,0.813,0.856,0.856,0.856,0.856,0.856,0.902,0.919,0.944,0.944,0.944,0.983,0.961,0.961,1.011,1.046,0.0,0.275,1.046,1.046,1.046,0.015,0.047,0.047,4.367,4.367,4.367,4.367,4.367,3.786,4.305,3.287,0.411,3.579,3.579,3.579,3.192,3.192,3.192,3.192,3.192,3.192,3.192,2.433,2.176,2.167,2.585,2.154,1.529,1.612,11.119
Point_166,8.858,0.272,0.316,0.45,0.408,0.427,0.484,0.485,0.522,0.553,0.566,0.65,0.725,0.789,0.841,0.881,0.97,1.016,1.039,1.063,1.377,1.377,1.45,2.634,3.005,2.6,4.957,3.371,2.83,3.005,3.005,1.515,3.28,3.371,3.371,3.008,3.757,3.371,2.743,3.371,2.51,2.29,2.29,1.647,1.647,1.425,1.414,1.479,1.473,1.479,1.529,1.548,1.548,1.647,1.862,0.65,1.945,1.968,1.968,2.238,1.999,0.97,1.386,1.324,1.23,1.23,1.183,1.005,0.987,0.987,0.967,0.845,0.859,0.827,0.782,0.834,0.819,0.842,0.846,1.03,0.804,0.82,0.902,0.741,0.662,0.623,0.623,0.592,0.653,0.779,0.727,0.722,0.704,0.733,0.482,0.482,0.433,0.386,0.4,0.339,0.358,0.348,0.278,1.402,0.254,0.222,0.236,0.236,1.402,1.402,1.402,0.138,0.138,0.231,0.224,0.239,0.273,0.276,0.276,0.276,0.276,0.304,0.361,0.382,0.39,0.397,0.408,0.425,0.444,0.471,0.471,0.588,0.5,0.549,0.582,0.625,1.241,0.625,0.671,0.652,1.256,1.256,0.606,0.606,0.606,0.606,0.549,0.666,0.666,0.709,0.709,0.709,0.709,0.709,0.755,0.772,0.797,0.797,0.797,0.836,0.813,0.813,0.864,0.898,0.912,0.0,0.898,0.898,0.898,0.929,0.959,0.959,4.452,4.452,4.452,4.452,4.452,3.87,4.39,3.371,0.495,3.663,3.663,3.663,3.276,3.276,3.276,3.276,3.276,3.276,3.276,2.517,2.26,2.251,2.669,2.238,1.614,1.696,10.972
